timestamp,user_gid,action,status,failure_ratio,recent_download_count,label
2025-02-19 06:00:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.45,0,1
2025-02-21 00:52:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,22,1
2025-02-19 15:48:00,admin@hosp.com,LOGOUT,FAILURE,0.09,0,0
2025-01-07 03:34:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-24 04:50:00,admin@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-25 04:17:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.8,0,1
2025-02-20 07:38:00,admin@hosp.com,DOWNLOAD,FAILURE,0.71,0,1
2025-01-04 23:50:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,22,1
2025-01-20 01:50:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,15,1
2025-01-19 21:59:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.4,0,1
2025-02-20 15:59:00,nurse@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-02 04:32:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-01 11:40:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-01 21:32:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-11 22:18:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-02-11 11:32:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-18 21:07:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.39,0,1
2025-02-22 22:36:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-01-26 22:49:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-01-01 23:04:00,admin@hosp.com,DOWNLOAD,FAILURE,0.56,0,1
2025-02-23 17:35:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-03 01:48:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,0,0
2025-01-11 19:36:00,admin@hosp.com,DOWNLOAD,FAILURE,0.39,0,1
2025-02-02 08:26:00,nurse@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-16 14:38:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.32,0,1
2025-01-11 01:24:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-01-10 18:10:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.53,0,1
2025-02-24 23:43:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-04 22:32:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-01-22 04:09:00,admin@hosp.com,DOWNLOAD,FAILURE,0.66,0,1
2025-02-03 05:16:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.75,0,1
2025-02-01 23:38:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-24 17:13:00,admin@hosp.com,DOWNLOAD,FAILURE,0.65,0,1
2025-01-15 10:20:00,admin@hosp.com,DOWNLOAD,FAILURE,0.48,0,1
2025-02-10 15:35:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-11 21:34:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-01 03:55:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-02-28 01:57:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,10,1
2025-02-18 08:04:00,admin@hosp.com,DOWNLOAD,FAILURE,0.81,0,1
2025-02-28 02:59:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,8,1
2025-02-02 22:22:00,admin@hosp.com,DOWNLOAD,FAILURE,0.95,0,1
2025-02-08 20:09:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-15 09:20:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-15 19:11:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.35,0,1
2025-02-27 15:17:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-02-12 03:09:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-07 23:40:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,14,1
2025-02-13 19:47:00,admin@hosp.com,DOWNLOAD,FAILURE,0.82,0,1
2025-01-22 00:35:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,23,1
2025-02-24 01:53:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,27,1
2025-01-21 06:16:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.73,0,1
2025-02-24 21:26:00,admin@hosp.com,DOWNLOAD,FAILURE,0.58,0,1
2025-02-14 02:28:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,18,1
2025-02-08 00:05:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-19 13:55:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-23 14:12:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-02-20 01:31:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-02-22 15:28:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.44,0,1
2025-02-02 03:20:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-01-13 04:50:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,15,1
2025-02-07 17:58:00,admin@hosp.com,DOWNLOAD,FAILURE,0.54,0,1
2025-02-07 18:16:00,admin@hosp.com,DOWNLOAD,FAILURE,0.77,0,1
2025-01-23 08:34:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-12 20:28:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-03 22:25:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-22 14:34:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-18 19:09:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-06 02:13:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-03-01 11:53:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.35,0,1
2025-01-07 17:04:00,admin@hosp.com,DOWNLOAD,FAILURE,0.35,0,1
2025-02-02 04:25:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,25,1
2025-02-23 01:32:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.86,0,1
2025-02-07 02:53:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-03 00:12:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-02 21:58:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-02-10 21:09:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-23 06:06:00,nurse@hosp.com,LOGIN,FAILURE,0.1,0,0
2025-02-05 21:17:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-24 01:53:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.69,0,1
2025-02-21 03:22:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-16 01:39:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-02 10:56:00,nurse@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-06 03:19:00,admin@hosp.com,DOWNLOAD,FAILURE,0.63,0,1
2025-01-12 05:52:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-10 23:01:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.77,0,1
2025-02-01 01:34:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,18,1
2025-01-10 01:01:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,12,1
2025-02-20 17:09:00,nurse@hosp.com,UPLOAD,FAILURE,0.05,0,0
2025-02-22 16:19:00,admin@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-29 15:00:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-07 02:34:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,15,1
2025-02-28 04:16:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-03-01 13:04:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-15 03:39:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-16 01:28:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-01-21 04:34:00,admin@hosp.com,DOWNLOAD,FAILURE,0.42,0,1
2025-01-31 00:35:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,6,1
2025-02-01 07:55:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-21 01:47:00,admin@hosp.com,LOGIN,FAILURE,0.15,0,0
2025-01-21 03:25:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,23,1
2025-02-23 15:05:00,admin@hosp.com,DOWNLOAD,FAILURE,0.64,0,1
2025-02-19 00:03:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,3,0
2025-02-20 22:59:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,18,1
2025-02-15 05:12:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-01-14 22:59:00,admin@hosp.com,DOWNLOAD,FAILURE,0.37,0,1
2025-01-28 12:34:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-13 21:35:00,nurse@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-26 10:23:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-28 05:25:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-27 00:14:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-02-04 01:12:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.86,0,1
2025-01-07 17:46:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-04 12:14:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.43,0,1
2025-02-02 20:39:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-15 21:14:00,doctor@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-28 22:27:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,11,1
2025-01-22 06:36:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-22 21:32:00,nurse@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-20 10:12:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-17 04:03:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,24,1
2025-01-12 21:04:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.88,0,1
2025-01-12 04:30:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,21,1
2025-02-06 00:17:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-02-20 21:40:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-26 01:40:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,5,1
2025-01-14 21:02:00,admin@hosp.com,DOWNLOAD,FAILURE,0.94,0,1
2025-01-16 03:57:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-13 03:26:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,7,1
2025-02-18 12:30:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-01 00:14:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,23,1
2025-02-22 14:39:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.54,0,1
2025-01-18 00:10:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,13,1
2025-01-07 00:16:00,admin@hosp.com,DOWNLOAD,FAILURE,0.09,2,0
2025-02-13 01:48:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,25,1
2025-02-21 00:51:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.42,0,1
2025-03-01 04:18:00,admin@hosp.com,DOWNLOAD,FAILURE,0.93,0,1
2025-01-18 00:33:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,9,1
2025-01-28 15:17:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-03 13:53:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-20 08:08:00,doctor@hosp.com,LOGIN,FAILURE,0.12,0,0
2025-02-14 12:07:00,nurse@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-01-05 18:04:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-12 19:55:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-01-28 07:04:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-12 07:10:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,3,0
2025-01-06 06:38:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-28 23:41:00,admin@hosp.com,DOWNLOAD,FAILURE,0.92,0,1
2025-01-11 12:02:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-16 07:10:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-04 04:49:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,29,1
2025-01-10 03:32:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,16,1
2025-01-16 03:04:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-02-06 20:28:00,admin@hosp.com,UPLOAD,FAILURE,0.14,0,0
2025-02-11 09:28:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-14 03:16:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.77,0,1
2025-01-31 08:30:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-01 20:11:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-17 11:02:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-26 06:47:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-21 20:50:00,doctor@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-23 11:01:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-01-22 15:52:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.51,0,1
2025-02-01 00:16:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-21 11:51:00,doctor@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-19 21:43:00,admin@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-04 13:31:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.96,0,1
2025-02-14 15:35:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-20 23:54:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-28 14:08:00,doctor@hosp.com,VIEW_KEYS,SUCCESS,0.0,0,0
2025-02-04 23:41:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,26,1
2025-02-20 03:12:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.61,0,1
2025-02-07 15:55:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,1,0
2025-02-08 23:41:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,23,1
2025-01-19 19:10:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-12 02:09:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,25,1
2025-01-18 19:04:00,admin@hosp.com,DOWNLOAD,FAILURE,0.91,0,1
2025-02-26 19:53:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-02-08 03:06:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-15 23:00:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-02-26 11:25:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-19 02:09:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,27,1
2025-02-05 16:35:00,admin@hosp.com,DOWNLOAD,FAILURE,0.31,0,1
2025-01-22 01:57:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.85,0,1
2025-01-03 02:52:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,25,1
2025-02-13 13:23:00,nurse@hosp.com,DOWNLOAD,FAILURE,0.62,0,1
2025-01-03 10:38:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-01-08 12:15:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-02-22 01:05:00,admin@hosp.com,DOWNLOAD,FAILURE,0.76,0,1
2025-02-26 01:46:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,16,1
2025-01-17 02:42:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.99,0,1
2025-02-24 23:31:00,nurse@hosp.com,LOGIN,SUCCESS,0.0,0,0
2025-01-26 07:00:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-05 05:12:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-01-17 10:53:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,0,0
2025-01-08 23:39:00,doctor@hosp.com,DOWNLOAD,SUCCESS,0.0,0,0
2025-01-30 21:16:00,admin@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-04 14:51:00,doctor@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-15 23:02:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,24,1
2025-02-23 03:03:00,admin@hosp.com,DOWNLOAD,SUCCESS,0.0,20,1
2025-02-05 09:53:00,doctor@hosp.com,DOWNLOAD,FAILURE,0.7,0,1
2025-01-21 14:24:00,nurse@hosp.com,LOGOUT,SUCCESS,0.0,0,0
2025-01-10 18:49:00,nurse@hosp.com,DOWNLOAD,SUCCESS,0.0,2,0
2025-02-21 06:44:00,admin@hosp.com,UPLOAD,SUCCESS,0.0,0,0
2025-02-05 04:04:00,doctor@hosp.com,LOGOUT,SUCCESS,0.0,0,0
